name,status,type,origin_year,origin_place,views,videos,photos,comments
3274,2,78,106,661,14105,0,2,35
2149,2,17,103,1361,148399,0,13,6
563,2,85,104,1361,4081,0,9,29
1742,2,69,104,1361,1762,0,12,6
74,2,30,104,1477,11752,3,0,1
3321,2,47,104,596,1705,0,11,0
2233,0,18,104,902,72314,5,258,430
483,2,47,104,716,9031,2,7,231
295,2,84,103,901,2948,1,16,21
413,2,58,102,1477,2641,11,0,1
6,2,86,104,1312,13694,0,8,10
1264,2,47,104,596,5873,0,13,1
53,2,2,104,1312,2005,0,0,3
1472,2,17,100,1477,119659,12,13,6
1276,2,32,104,1361,15275,0,12,30
2171,2,33,86,326,683,0,2,0
1036,2,30,104,1312,2310,0,0,2
1703,2,69,104,858,4711,0,11,3
201,2,47,104,1361,6101,0,14,2
1133,2,6,103,431,5399,0,4,5
212,2,47,102,1125,21615,0,11,2
2154,2,13,86,1380,342,0,0,0
1083,1,33,89,502,352,0,0,0
3176,2,5,102,1022,21180,0,57,55
1882,2,84,90,1343,3635,2,38,13
2746,2,4,100,1477,7518,0,1,2
3108,2,75,104,1361,10197,0,11,1
586,2,20,93,91,10923,1,0,3
1543,2,47,104,1361,1460,0,14,3
1132,2,47,101,431,7795,0,14,2
2479,2,40,94,763,8790,0,15,22
3456,2,86,104,391,3688,0,10,0
1593,2,64,103,143,11676,0,14,0
566,2,35,101,493,7791,0,20,1
3417,2,27,104,1361,12417,0,12,36
1207,2,64,104,493,27744,0,20,10
2308,2,58,104,784,14384,0,16,19
522,2,64,106,197,2878,0,0,0
571,2,69,104,38,3230,1,9,11
2469,2,27,103,1477,30000,0,0,2
3778,2,74,93,1390,14777,1,13,15
1095,2,33,104,1361,11218,0,33,17
2784,2,18,104,1073,346541,15,149,59
3663,1,12,103,1449,988,0,0,0
2870,2,30,103,1477,52455,12,0,9
3484,2,64,104,1402,7282,1,13,13
2531,2,18,95,665,5893,0,11,30
2026,1,17,104,1522,689,0,8,3
3298,2,18,101,1477,17619,0,31,0
3529,2,33,104,596,72777,6,24,10
828,2,33,100,1361,11572,0,17,9
1892,2,2,104,1573,13090,0,12,2
3063,2,55,104,1119,1081,1,3,0
3236,2,17,103,1009,76368,0,24,22
573,2,82,98,316,2573,0,88,2
1719,2,17,104,1275,24722,0,13,7
3534,2,69,104,517,3129,9,0,0
2455,2,33,103,1126,14202,3,9,2
2135,2,74,103,1361,30091,0,18,131
3725,2,82,103,726,6840,1,3,43
656,2,20,101,1382,60493,1,1,1
3315,2,74,103,1312,17505,0,1,18
2001,2,41,92,91,3682,0,2,19
1718,2,14,79,84,2565,0,9,3
1701,2,33,102,1385,14213,0,1,5
3196,2,82,104,468,1420,3,0,4
3471,2,75,103,1361,3193,0,17,2
1288,2,75,104,1009,16561,0,24,4
2212,2,27,98,44,47222,1,3,6
1984,2,75,103,1361,5358,0,11,4
3220,2,5,98,104,56066,6,153,380
915,2,0,100,884,31920,10,6,110
3311,2,82,104,877,12164,0,6,2
2436,2,33,104,1417,5430,0,11,14
435,2,74,103,1009,12338,2,25,14
958,2,47,104,431,11259,0,26,14
2504,2,32,103,1358,87775,0,5,1
2964,2,47,104,1477,6169,1,13,2
3462,2,59,102,1395,9119,7,0,5
2611,2,5,99,542,7045,0,20,17
1803,2,1,86,955,5515,0,4,21
3796,2,27,103,1361,26629,0,14,2
117,2,44,104,1361,5631,0,15,56
1598,2,27,104,1361,9015,0,11,32
2014,2,72,101,431,20888,1,2,16
1652,2,18,102,431,57859,12,320,24
2538,2,58,100,1361,21065,1,9,62
3360,2,18,104,900,22760,0,13,158
2898,2,18,100,928,20685,4,19,233
3047,2,82,104,726,4349,2,3,1
1374,2,58,103,1312,15271,0,0,8
1214,2,59,104,373,6494,7,0,1
744,2,64,104,953,5528,0,9,8
1171,2,18,104,518,50936,0,11,10
2943,2,34,103,1361,18782,0,92,71
2808,2,17,104,1009,51309,0,23,4
397,2,33,104,504,12357,13,3,9
3404,2,27,99,1350,378,0,0,0
1954,2,27,97,1519,7673,5,18,1
1541,2,47,103,1477,53729,0,16,33
1530,2,47,102,431,29847,1,24,7
3163,2,27,106,1385,19246,0,15,31
3720,2,86,102,1516,736,1,0,0
3562,2,18,73,900,6172,1,5,22
3430,2,18,106,1385,38743,8,19,33
601,2,47,103,1009,174106,0,53,2
121,2,44,104,1361,44667,0,69,145
1981,2,84,102,1476,229994,25,88,44
1671,2,86,103,431,397833,3,18,223
494,2,44,103,877,10804,1,11,11
3238,2,33,101,1477,114027,4,40,5
782,2,47,103,1009,17391,0,29,12
2923,2,65,103,1116,24853,7,14,89
1552,2,72,98,1406,11775,0,0,1
1210,2,30,102,466,46712,3,1,33
309,2,41,93,1385,75106,1,2,33
3048,2,88,103,1477,35992,1,1,26
2454,2,20,95,91,2919,0,0,3
572,2,75,101,1361,32318,0,13,7
1561,2,86,103,1312,96382,0,0,13
2522,2,19,90,1391,104848,0,14,22
649,2,30,77,1253,13429,5,4,71
1582,2,47,106,562,4764,0,13,0
2383,2,47,89,1107,12072,0,14,4
3033,2,33,103,431,25610,0,28,3
225,2,86,103,596,145917,1,0,40
1842,2,17,103,1534,25377,3,10,24
623,2,47,103,671,68168,2,11,14
3686,2,33,101,1361,26099,0,35,39
621,2,58,103,592,1078,0,12,1
841,2,17,103,1484,6849,7,1,2
410,2,58,103,1114,8680,1,12,7
192,2,47,103,60,10871,0,12,4
353,2,84,103,1374,2010,2,3,11
3411,2,55,94,279,2126,10,2,2
3314,2,58,103,1312,51144,3,0,4
3283,2,27,103,1361,28955,0,17,49
3783,2,5,103,306,34532,6,239,53
920,2,61,103,431,5926,0,12,5
1135,2,65,103,431,1303,1,0,10
1086,2,69,103,1361,4385,0,12,0
2206,2,18,103,44,847416,33,594,747
3118,2,17,99,1350,323157,0,30,10
1854,2,69,97,1361,12682,0,12,7
2432,0,18,103,901,734286,11,548,573
3335,2,47,103,1477,14212,1,25,6
2279,2,18,103,44,91473,3,237,26
3464,2,65,96,254,4290,0,1,5
2794,2,17,97,1361,103879,1,13,15
2936,2,69,103,777,10451,0,11,11
1285,2,18,81,1186,16778,6,63,61
2623,2,58,98,1385,74402,0,9,2
732,2,27,103,1009,33004,0,1,3
2424,2,86,103,596,18284,4,0,28
2810,2,17,106,1385,15868,0,11,4
2892,2,32,97,1358,17355,0,3,1
1096,2,47,102,1361,5489,0,12,2
336,2,58,103,1361,13669,0,12,7
2980,2,17,101,1361,36265,0,12,24
1455,2,5,103,404,107590,14,45,786
821,2,47,103,1009,46713,0,18,35
1233,2,74,95,890,30896,2,4,65
2890,2,27,100,1477,93980,1,1,7
1239,2,75,95,1361,8894,0,11,14
1211,2,30,103,1385,99901,20,17,10
1594,2,27,103,1358,56233,1,4,1
33,2,79,100,1357,1290,0,0,0
3514,2,58,87,495,36700,4,8,17
2303,1,19,103,1514,560,0,0,0
2713,1,18,103,571,747,2,0,3
628,2,72,84,1130,1667,0,0,0
1571,2,75,103,1361,21823,0,15,27
3421,2,33,103,1477,80383,11,0,5
2682,2,86,103,1361,13784,2,8,26
2481,2,64,103,979,23587,0,10,55
3386,2,58,103,739,25263,4,41,131
1502,0,30,102,1484,350638,48,7,20
3623,2,75,103,1361,5117,0,12,2
2265,2,17,89,1265,5051,0,2,3
2327,2,84,103,1139,11394,10,67,22
1026,2,47,103,1361,8201,0,9,6
991,2,47,103,36,11947,0,13,35
2622,2,62,98,643,5497,0,4,78
3354,2,84,103,715,1716,0,0,11
1791,2,30,103,596,74500,11,1,21
2821,2,86,103,1361,4746,0,10,7
2201,2,79,103,970,58440,0,8,8
2456,2,33,106,1385,1794,0,0,0
2197,2,47,103,1361,97364,0,17,1
1525,2,58,103,1419,7130,0,10,2
3412,2,17,102,1361,26475,0,16,3
853,2,86,103,1361,7715,3,0,2
2349,2,76,103,1361,3717,0,11,4
2636,2,33,103,44,20774,0,37,37
3162,2,33,102,1009,15607,2,13,1
3123,2,17,102,457,49615,2,8,10
2515,0,33,103,596,275621,6,45,6
579,2,18,84,1130,1256,0,1,1
2245,2,58,103,1361,8040,8,1,7
2869,2,47,103,1453,14289,0,11,0
1557,2,69,93,962,15741,0,13,4
1751,2,1,93,1372,8774,0,5,8
1927,2,27,99,1361,2443,0,11,3
696,2,47,103,1009,19162,0,14,6
1812,2,74,89,1385,22350,2,10,48
3571,2,75,103,1361,8514,0,11,11
1131,2,6,95,113,7679,0,3,5
2825,2,47,101,44,50829,1,105,6
3442,2,16,102,1414,1892,0,10,6
171,2,72,102,1477,14575,14,1,29
1643,2,58,96,6,873,0,5,0
2318,2,18,106,56,19722,0,2,4
1027,2,33,103,344,23521,7,31,11
3535,2,47,103,1350,58585,1,21,13
340,2,58,98,1361,8038,0,11,8
1549,2,58,103,1361,11036,0,11,10
195,1,65,103,62,319,0,1,1
1555,2,33,103,1231,59315,0,15,18
852,2,86,103,1361,25780,3,6,68
3712,2,33,103,683,5276,0,13,7
2173,2,36,46,847,25901,3,62,79
261,2,47,103,1009,5605,0,11,3
1070,2,64,97,802,9998,0,14,30
585,2,4,103,1361,28976,0,11,39
2696,2,44,100,1406,58773,1,0,7
3672,2,2,103,45,1701,0,14,18
3620,2,47,103,1361,27961,0,15,81
2085,2,18,72,480,772,0,0,0
3597,2,47,99,1361,9332,0,12,3
1331,2,47,94,1166,18598,0,15,8
3446,2,76,97,11,15131,0,7,95
2342,2,17,90,758,2207,4,4,0
918,0,58,103,1385,392582,11,112,37
2939,2,86,103,1103,19505,1,6,63
3603,2,75,102,1361,9826,0,11,32
3058,2,65,103,154,6434,0,8,20
1924,2,17,103,1569,4274,10,19,2
404,0,84,103,815,342210,12,34,115
3552,2,55,77,743,13567,15,7,27
2537,0,86,96,1477,91901,6,13,29
2241,2,61,103,1009,3244,0,16,2
1733,2,47,99,44,74298,0,31,4
263,2,33,102,1350,34769,0,31,14
3452,2,75,103,1361,4466,0,13,4
924,2,84,103,324,34578,26,67,107
1448,2,72,102,1361,3421,25,0,0
1639,1,61,103,1135,2545,1,0,0
760,2,61,103,1482,25906,1,62,30
3578,2,61,101,596,27312,0,17,23
1503,2,45,84,547,21731,0,9,50
942,2,16,103,781,21827,5,41,47
1596,2,75,102,1361,14288,0,16,19
514,2,65,103,534,4847,0,5,18
352,2,64,99,1350,22557,0,9,120
889,2,1,70,1372,12713,0,4,13
634,2,17,102,188,26290,12,1,26
213,2,47,103,1009,33382,1,29,8
240,2,88,97,278,227407,2,7,59
3343,2,79,100,1269,6495,10,0,4
2002,2,7,17,1119,1616,0,2,0
1139,2,61,103,1361,3126,0,12,2
499,2,18,103,182,42443,10,0,3
99,2,72,103,1361,8054,10,1,15
38,2,79,88,211,4114,1,0,7
2693,2,82,94,1385,6162,0,9,16
1677,2,47,102,483,9601,1,20,12
3120,2,27,102,465,22038,0,13,10
470,2,47,51,1142,13950,0,10,3
2181,2,27,103,1009,13565,0,13,1
75,2,44,102,1361,4719,0,5,35
8,2,79,85,194,91788,5,0,13
3637,2,58,103,1361,14399,0,23,19
1068,2,36,106,1385,22854,2,64,16
119,1,24,101,1361,710,0,1,0
3463,2,11,103,1350,16186,0,11,10
1406,2,33,102,1361,96525,9,99,29
3177,2,33,98,1009,131207,12,5,45
890,2,58,99,1361,6751,0,13,6
3319,2,17,103,1361,10227,0,12,26
1219,2,18,72,710,94983,20,12,17
1407,2,84,101,557,20998,1,31,40
1461,2,75,102,431,66072,1,16,5
2486,2,69,103,1458,35884,29,31,65
743,2,72,84,369,11485,6,0,21
2362,2,33,102,575,10931,1,16,10
3717,2,75,103,1361,39782,0,9,1
1930,2,64,89,1259,8762,0,7,3
813,2,72,100,1477,33050,1,2,3
3472,2,78,100,148,6126,0,5,8
1447,2,58,93,1477,31528,1,15,42
1834,2,33,100,345,82681,0,19,11
1756,2,69,103,759,2299,0,10,4
1554,2,27,103,1361,11125,0,14,24
2609,2,74,93,1390,53585,1,8,9
3124,2,27,103,1361,15701,0,13,51
3448,2,47,103,1009,4819,1,14,11
1824,2,84,103,1138,39608,24,242,111
1599,2,17,102,1450,9396,0,0,1
661,2,61,96,1477,14612,10,0,6
76,2,59,103,1361,14966,0,11,17
1367,2,18,102,353,22450,0,25,11
1960,2,64,102,24,1321,1,0,0
3780,2,17,101,951,30174,0,8,3
1381,2,61,103,1361,24450,0,13,14
1362,2,27,102,1350,49555,1,19,19
142,2,79,94,1575,38621,36,0,14
1492,2,17,101,1554,17819,0,20,11
1069,2,59,95,1451,7862,0,16,4
2478,2,86,103,431,13189,1,3,16
2116,2,17,102,44,3389,0,7,0
496,2,33,95,663,5896,0,15,8
2831,2,74,106,1015,12185,0,16,1
2476,2,91,51,408,8104,0,6,20
1858,2,47,103,431,8175,0,4,6
1128,2,41,95,1477,7941,0,2,30
1818,2,69,103,37,20903,0,11,127
1919,2,64,103,1477,74286,1,13,63
1823,2,18,103,1477,15642,1,14,34
2490,2,4,102,1568,6337,28,0,0
16,2,18,93,724,17073,0,9,6
1369,2,18,99,44,116722,0,27,30
2368,2,86,100,1477,49457,0,1,9
1315,2,2,99,1477,329,0,0,0
158,2,59,101,1477,13481,8,0,30
474,2,18,102,1477,364368,0,83,55
1550,2,33,103,74,70393,0,23,42
287,2,33,101,714,5765,1,16,6
3806,2,38,100,1277,2672,2,0,2
647,2,47,91,1262,6202,0,9,2
264,2,33,102,1361,75396,0,69,15
1375,2,33,102,1178,18435,0,12,37
1176,2,4,102,268,6636,2,15,8
2978,2,74,85,405,60654,1,9,22
2677,2,65,101,963,10773,3,0,13
106,2,44,103,1361,22683,1,24,225
768,0,65,60,828,134592,4,239,28
643,2,4,85,1097,1735,3,36,3
3689,2,33,102,1531,8109,3,0,12
341,2,69,102,93,11421,0,9,6
420,2,11,106,1456,15940,0,22,8
274,2,75,102,1350,10261,0,12,14
1420,2,84,95,324,5827,1,4,24
498,2,50,101,1385,60106,8,2,6
1675,2,75,102,1361,12245,0,14,29
3573,2,33,103,16,4320,0,11,1
2261,2,84,103,900,40951,16,152,116
3103,2,6,101,1488,27222,9,0,3
1060,2,74,88,1390,45818,0,3,17
1657,2,4,92,1477,136603,4,34,60
2319,2,33,103,12,7256,0,16,14
3295,2,33,102,720,11903,0,12,11
3303,2,47,103,1009,13547,0,15,33
2736,2,69,103,1062,10067,1,13,24
2754,2,27,103,1009,7220,0,0,3
3722,2,18,101,1350,35368,1,14,9
640,2,79,106,1151,4801,11,0,0
3216,2,47,102,1361,11038,0,13,3
2437,2,59,103,1477,7388,0,1,2
2904,0,17,102,1361,664582,81,21,40
3230,2,33,102,1009,923,0,3,2
903,2,79,84,322,136169,16,0,11
2307,2,17,102,1202,689,0,0,0
2047,2,47,102,1361,8139,0,13,30
3426,2,47,102,210,71578,0,26,7
2305,2,79,96,1477,21361,9,8,11
1379,0,17,102,1361,544074,0,113,105
987,2,14,63,883,33565,0,16,129
81,2,44,102,214,4371,0,0,9
1163,1,17,100,581,20172,0,3,6
2891,2,17,92,1185,11660,0,10,9
2489,2,86,101,1406,28901,0,10,7
1105,2,4,102,431,1555,0,0,3
1509,2,45,96,1385,4268,0,4,8
603,2,33,102,1576,934,0,0,1
1682,2,33,99,1009,15439,0,20,2
2554,2,61,102,1361,7213,0,5,5
2440,2,72,102,1477,49349,31,8,20
1897,2,17,101,1009,34030,0,26,24
759,2,18,99,1350,22263,0,13,9
3032,2,33,106,487,17207,0,14,16
2422,2,33,95,1121,8000,0,12,8
388,2,79,101,1477,126817,10,7,48
3498,2,33,100,1385,32872,0,47,24
292,2,69,102,862,9050,0,9,18
3328,0,27,102,1009,1971580,7,25,240
1457,2,75,106,1385,12784,0,9,28
1603,2,33,93,609,18675,0,28,7
910,2,6,99,1385,21156,0,3,65
3256,2,33,102,1009,12462,0,17,12
1255,2,78,101,101,17998,0,25,199
3277,2,17,99,1406,73746,4,10,7
1910,2,47,101,1361,42616,0,14,9
1373,1,25,102,1350,18041,7,0,28
3473,2,51,102,949,13079,0,13,26
946,2,79,48,651,12869,12,1,10
145,2,58,102,1009,13970,0,12,7
1996,0,86,102,1477,423371,54,20,14
233,2,72,97,1462,4500,8,0,3
468,2,72,102,1477,23201,20,0,28
1354,2,5,99,306,7388,3,33,9
1852,0,32,101,1358,323604,0,13,23
2914,2,33,102,1361,12754,1,14,33
2275,2,89,96,1224,5188,1,7,20
2065,2,47,106,1385,31707,2,13,21
2071,2,18,102,1171,25368,0,24,29
2296,2,69,93,272,50458,0,18,18
2918,2,18,102,1530,2238,0,0,1
206,2,61,102,1361,2246,0,11,1
3329,2,33,102,1050,8986,0,12,9
972,2,33,97,1389,11098,1,11,3
2877,2,69,106,1385,61191,0,50,0
2242,2,58,102,1361,8379,0,13,7
546,0,17,102,1361,529513,0,18,32
3088,2,74,100,1361,40832,0,28,10
2347,2,74,97,1009,8517,0,1030,4
939,2,58,95,773,4303,0,2,6
1403,2,4,106,1385,16426,9,3,110
1640,2,33,102,596,27323,1,17,7
2543,2,18,93,1477,18202,2,12,108
711,2,82,94,729,3682,0,10,8
3600,2,47,106,1385,22758,0,14,14
2009,2,84,102,1374,7259,6,51,27
2824,2,17,100,1361,25488,0,8,7
1939,2,86,102,757,8789,0,9,14
520,2,17,101,1009,35488,0,11,24
1929,2,79,102,1209,16514,3,8,17
2743,2,18,106,490,52571,3,135,39
205,2,69,99,870,65094,0,25,11
2350,2,79,96,1480,894,8,0,0
3127,2,74,102,1241,66991,0,3,133
1757,2,18,96,1436,12259,1,8,35
2195,2,47,102,1361,12601,0,6,3
632,2,79,100,368,1253,11,0,0
1475,2,64,98,1009,12642,0,15,13
1271,2,79,90,1130,12028,13,0,8
1162,2,58,92,1361,105268,0,17,28
2616,2,79,98,838,389,10,0,0
475,2,47,98,1009,48363,0,14,1
739,0,74,106,1385,165722,2,4,10
729,2,47,101,1385,9218,0,21,6
1007,0,18,102,1348,63995,0,143,32
27,2,79,92,315,10862,0,0,0
2845,2,18,102,644,28397,17,1,8
3085,2,84,79,864,8151,12,81,14
411,2,51,93,159,8840,0,12,6
301,2,19,106,1385,69692,0,23,112
2654,2,17,102,267,27714,0,5,7
519,2,18,98,44,87896,1,28,5
797,0,47,99,431,174043,0,27,40
948,0,47,102,1542,1143087,5,469,73
1597,2,75,102,1361,20497,0,16,14
2369,2,59,99,1361,22125,0,28,4
141,2,47,101,604,27925,0,15,21
3166,2,47,106,1385,16481,1,10,2
2423,2,33,85,1135,94644,3,34,14
3317,2,58,102,1361,30946,0,14,101
2773,2,33,102,1040,13720,0,14,30
1850,2,44,93,760,18829,0,10,7
2737,1,17,101,1289,13600,19,0,2
3402,2,33,102,1361,7310,1,13,37
1477,2,58,102,1045,12458,0,12,2
1321,2,47,101,1361,6646,0,14,13
2596,2,86,99,1477,24933,0,4,80
1587,2,47,101,1361,16097,0,18,14
2341,2,17,74,1184,14127,3,1,7
260,2,53,95,1385,14490,0,15,201
1836,1,2,102,702,8697,0,3,30
2704,2,4,101,1350,22786,0,14,5
3470,2,6,94,98,1577,0,5,1
443,2,58,102,1361,19706,0,29,124
2878,0,33,85,1296,133677,6,34,10
3690,2,17,100,1406,27292,1,3,3
3607,2,18,98,1361,13104,1,14,8
1802,2,9,91,1418,10177,0,7,5
2889,2,69,84,1101,14151,0,13,16
1794,2,63,101,1383,3588,3,18,4
3114,0,33,101,985,151436,1,21,50
3003,2,81,90,883,27753,2,5,3
2332,0,69,102,1361,520864,0,15,39
3261,2,33,102,1361,68162,0,38,69
3346,2,17,85,289,1700,0,0,0
1889,2,47,100,1103,7479,0,2,2
2935,0,47,96,1087,735477,1,50,30
917,0,79,102,748,374511,51,52,104
1258,2,58,97,1477,3742,15,0,0
49,2,72,101,1477,47098,38,0,10
876,2,58,102,886,6249,0,15,23
342,2,33,90,126,13851,0,23,10
2310,2,17,101,44,27209,0,10,8
2263,1,18,94,1502,813,1,15,2
3648,2,33,106,1385,25319,0,21,10
986,2,69,30,1411,128565,2,38,24
2657,2,61,102,1361,29883,0,18,34
3588,2,33,99,1350,44853,0,77,16
1523,2,86,101,1477,22765,2,8,55
3747,2,72,102,1477,62465,19,0,25
3581,0,33,100,1361,352155,0,50,26
2641,0,47,101,1361,375874,5,70,46
2999,0,17,81,1293,687337,326,187,120
2991,2,18,102,1361,61407,0,44,89
2645,2,46,95,1385,22259,1,13,21
2558,2,33,102,431,36080,0,25,20
1546,0,17,91,1150,173658,4,49,8
1490,0,33,101,1501,129888,2,138,146
1511,1,22,73,318,192,0,0,0
3743,2,17,102,1153,42880,0,16,13
2906,2,75,98,1361,56054,0,17,17
3352,2,18,101,1477,37884,4,8,15
3142,2,37,102,380,56935,11,15,106
1357,0,4,102,1361,307357,7,89,211
2497,2,17,100,1477,28530,25,0,14
307,2,17,101,1477,15745,3,15,20
3307,0,74,102,135,140879,0,13,49
931,2,13,89,631,8217,5,19,0
144,2,76,102,431,9269,0,11,6
2608,2,33,100,1361,15274,0,20,20
444,0,17,106,1385,654018,10,60,35
200,2,84,102,900,61652,24,472,220
3416,0,32,100,1360,374437,0,7,23
3804,2,74,102,1009,23425,3,13,37
908,2,22,40,551,34793,2,14,45
463,2,47,102,596,3493,0,9,4
3337,2,16,102,1414,67744,8,31,239
2387,2,21,80,281,7788,1,19,31
1548,0,32,99,1361,178732,0,49,8
538,2,57,97,1361,8859,0,16,2
2404,2,84,101,563,19061,29,206,46
1894,2,46,101,447,15747,0,4,5
1168,0,65,102,1385,150149,41,116,252
249,2,33,102,932,46335,0,25,31
2871,0,18,102,1361,304618,13,385,196
2309,2,58,98,1556,2029,2,0,0
3137,2,17,100,1406,21250,0,13,24
1797,2,47,101,1361,28831,1,30,22
3678,2,47,106,1385,23855,2,32,82
625,2,79,89,1130,1625,0,0,0
2880,2,84,102,900,16264,4,15,33
2814,2,4,91,338,33205,6,17,19
851,2,72,94,1304,59694,11,1,10
722,2,47,99,1350,41354,1,18,21
2306,2,76,106,29,87810,0,20,5
1867,2,74,101,1361,41028,0,13,14
83,2,44,102,34,17441,0,20,18
2403,2,47,102,44,17049,0,16,6
370,2,12,94,146,5527,0,8,2
2110,2,12,101,431,18307,0,14,13
997,2,47,102,34,32559,0,12,25
3563,2,44,101,125,39322,0,13,24
3299,1,25,97,436,1218,1,0,0
40,2,61,101,431,19989,0,17,9
3767,2,76,102,1385,7050,0,4,46
2028,2,78,102,418,14979,0,18,63
749,2,79,93,321,23040,4,8,26
96,0,44,102,347,187677,0,17,57
1014,2,18,100,1161,20444,8,39,1
1895,2,64,101,244,35491,0,15,18
1668,2,58,90,610,36359,14,11,9
2492,2,37,91,358,4183,16,39,1
2194,2,37,102,854,5123,0,9,27
3547,0,17,95,291,171344,3,9,50
2553,2,18,102,1267,56090,1,21,33
2778,2,47,106,1385,50712,1,18,29
905,0,17,102,431,246565,0,9,10
1181,2,33,102,333,90463,0,45,19
3602,2,17,98,1020,6934,0,0,1
1248,2,33,100,1350,74235,0,15,51
2429,2,61,102,1361,29042,1,30,19
113,2,44,102,1361,12008,0,11,24
374,2,31,102,764,37162,1,12,40
1590,2,27,98,1408,58251,1,3,14
1122,2,47,99,1361,18458,0,29,8
1864,2,86,102,1361,20471,3,6,18
3788,2,47,80,770,69628,2,22,23
13,2,47,100,1350,37521,0,22,8
533,2,47,101,431,29147,0,10,17
515,0,45,101,1393,2847653,9,2,173
1295,2,59,102,1361,44197,6,0,29
3768,2,47,102,1009,14815,0,16,34
1023,2,58,102,431,11728,0,8,4
3753,2,47,101,833,38128,9,16,19
875,2,81,98,1477,2320,6,4,5
3432,2,84,101,1160,50305,10,0,64
50,2,74,99,1361,20179,0,10,9
3379,2,47,101,596,9436,0,7,7
2131,2,37,101,356,15525,5,29,1
3187,0,84,98,900,85907,66,960,215
778,2,51,100,209,25787,8,0,15
2643,2,74,98,1361,41588,0,12,21
105,2,44,106,1385,12283,1,11,3
3147,2,13,43,376,64352,5,66,50
3367,0,18,102,1192,988349,26,104,268
1967,2,59,96,1477,29502,5,0,78
1861,2,89,93,1477,58806,15,2,27
2260,1,16,96,711,10091,0,4,8
1066,2,74,102,1361,45896,0,17,39
2762,2,63,102,888,27052,6,39,39
1752,2,37,99,1385,42831,15,30,38
2167,2,65,39,555,799,0,1,0
2718,2,61,102,587,28520,0,15,9
1830,2,40,106,1385,120636,1,2,143
3071,2,84,102,1159,42004,18,14,76
3188,2,37,102,1415,3460,7,48,14
486,2,47,101,1009,37488,0,36,7
526,0,81,106,470,590872,14,33,66
3167,2,16,46,545,7387,1,55,13
1441,0,86,102,1477,93454,5,3,70
3042,2,20,92,1477,13994,3,2,3
1324,0,33,101,345,272832,0,38,39
2106,2,18,101,1350,59164,1,11,29
3253,0,27,101,1575,1284582,12,7,108
3122,0,33,101,1350,123755,0,65,17
66,2,44,101,1361,63676,1,12,467
2521,2,32,95,113,94621,0,6,19
2431,0,32,95,113,97566,2,3,23
2098,0,63,85,591,102968,5,83,161
3390,2,58,101,1361,11520,9,0,22
1120,0,47,101,1361,396599,1,75,42
2494,0,24,101,44,160983,11,26,390
211,2,69,97,484,134347,0,14,27
1224,0,74,106,1385,230038,1,19,29
1627,2,82,96,907,52714,22,5,3
2836,2,72,101,1397,4641,2,16,1
1788,2,5,98,1385,46976,4,58,154
284,2,59,101,1339,41615,2,1,8
880,2,18,101,1066,27860,3,16,35
3318,2,63,44,91,2742,0,1,17
1776,2,84,98,652,67310,6,14,22
2577,2,18,101,110,28671,3,14,13
1835,1,33,92,702,2612,0,3,0
1001,2,47,101,365,83423,3,98,317
2461,2,84,101,950,16771,3,18,9
1049,2,74,88,123,36234,1,8,12
2624,2,84,95,1030,29944,0,9,74
2839,2,47,101,1361,62484,0,55,21
2046,0,17,100,1562,142170,0,82,19
477,0,27,89,528,1041655,36,18,45
1050,2,13,51,471,13073,11,63,10
3000,0,18,101,1010,693765,33,306,768
3370,0,64,100,431,137811,3,54,20
3681,2,65,101,1009,37476,0,15,4
128,2,44,101,1361,30097,1,11,161
114,2,59,101,1361,71145,0,29,9
131,2,72,92,1484,13180,25,0,20
1896,0,17,91,968,90973,6,29,44
3526,2,64,106,1146,63446,0,21,51
3403,2,17,99,1350,17210,0,14,6
3643,0,18,101,975,102205,0,98,133
1729,2,63,106,262,15946,6,11,150
334,2,72,101,1477,90742,7,2,23
1982,2,72,94,610,84570,2,9,28
727,2,33,100,1537,55917,0,28,16
2949,2,72,92,1484,14742,12,2,31
3797,2,82,92,893,18886,2,29,17
2882,2,79,95,1477,72682,16,8,16
1443,2,47,86,645,2564,1,14,2
970,2,45,85,112,19306,9,20,38
2156,0,87,90,958,97477,0,38,15
1780,2,79,106,1385,28366,1,10,60
2648,0,88,97,879,129816,3,7,58
1346,0,57,100,431,230733,8,105,72
2668,2,82,83,1252,13262,12,178,136
231,2,17,94,192,144282,6,8,28
2570,0,79,95,467,137434,4,0,47
2506,2,58,101,1385,24351,0,66,27
3205,2,89,93,1477,16087,34,30,98
291,2,61,101,1009,26011,0,23,12
3080,0,45,98,1361,599177,4,69,90
2216,2,61,101,596,10104,0,18,7
1790,2,27,96,44,132905,16,125,7
1191,0,24,106,456,139432,18,62,211
1156,2,17,100,946,33050,7,54,22
848,0,17,101,1361,507723,24,28,181
3757,2,25,98,1477,17318,17,5,48
1648,2,4,89,929,12525,8,22,47
2223,2,84,79,403,8236,13,14,33
1769,2,79,100,1477,12132,18,1,37
1428,2,36,12,622,74882,1,5,58
1681,0,17,100,448,257934,40,39,40
194,2,55,96,550,12971,0,3,20
3714,2,79,70,1469,15641,4,3,13
3647,0,70,90,614,130548,6,222,35
2027,2,72,101,1556,3732,0,1,10
1654,2,18,97,107,102445,6,389,107
753,2,59,92,1477,11897,37,0,59
3790,0,33,101,49,92516,0,56,217
458,0,61,101,1353,143542,2,98,22
2480,2,18,81,973,90928,3,34,20
